customer_id,age,tenure_months,contract_type,internet_service,tech_support,online_security,streaming_service,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,satisfaction_score,avg_monthly_usage_gb,churn
CUST-000238,43,13,Two year,Fiber optic,Yes,Yes,Yes,Yes,Mailed check,95.23,1228.66,0,4,140.0,No
CUST-000239,29,25,Month-to-month,No internet service,Yes,Yes,Yes,Yes,Electronic check,48.55,1222.2,0,3,6.1,No
CUST-000240,37,3,Month-to-month,Fiber optic,No,No,Yes,Yes,Electronic check,75.26,215.3,0,5,402.1,Yes
CUST-000241,32,4,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,73.25,297.94,1,3,344.7,Yes
CUST-000242,44,27,Month-to-month,DSL,Yes,No,Yes,No,Credit card,60.75,1655.04,1,4,85.8,No
CUST-000243,19,72,One year,Fiber optic,No,Yes,No,Yes,Mailed check,83.95,6053.97,1,3,422.5,No
CUST-000244,23,23,One year,No internet service,No,No,Yes,Yes,Mailed check,20.54,476.63,2,2,0.0,No
CUST-000245,77,13,One year,Fiber optic,No,No,No,Yes,Credit card,56.2,728.53,1,5,178.2,No
CUST-000246,26,32,Month-to-month,Fiber optic,No,Yes,Yes,No,Electronic check,88.51,2841.86,0,3,436.4,No
CUST-000247,29,72,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,89.43,6426.91,1,3,226.6,Yes
CUST-000248,73,9,Month-to-month,Fiber optic,Yes,No,Yes,No,Credit card,86.8,777.29,0,4,224.4,No
CUST-000249,85,9,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,69.04,628.29,0,5,300.6,Yes
CUST-000250,27,0,One year,Fiber optic,Yes,No,No,Yes,Credit card,75.69,106.43,0,2,350.4,No
CUST-000251,39,10,One year,Fiber optic,No,No,No,Yes,Credit card,60.1,588.76,1,5,262.3,No
CUST-000252,50,2,Two year,Fiber optic,Yes,No,Yes,Yes,Credit card,84.51,151.32,2,3,161.7,No
CUST-000253,71,52,One year,Fiber optic,No,Yes,No,Yes,Mailed check,73.03,3803.26,4,3,265.6,No
CUST-000254,30,68,Month-to-month,Fiber optic,No,Yes,No,Yes,Bank transfer,73.53,5024.18,0,3,409.3,No
CUST-000255,41,3,One year,Fiber optic,No,No,No,No,Bank transfer,61.75,201.49,1,3,319.8,Yes
CUST-000256,57,72,One year,Fiber optic,No,Yes,No,Yes,Credit card,77.42,5574.68,0,2,420.7,No
CUST-000257,52,16,Two year,Fiber optic,No,No,Yes,Yes,Electronic check,81.06,1321.47,1,4,366.8,No
CUST-000258,39,0,Month-to-month,Fiber optic,No,Yes,No,Yes,Bank transfer,66.2,30.0,1,4,270.6,Yes
CUST-000259,43,60,One year,Fiber optic,No,No,Yes,No,Credit card,74.6,4496.23,1,3,255.4,No
CUST-000260,24,11,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,61.21,667.03,1,4,337.3,Yes
CUST-000261,41,40,One year,No internet service,Yes,Yes,Yes,Yes,Bank transfer,45.69,1840.2,0,3,9.5,No
CUST-000262,41,10,Two year,Fiber optic,Yes,No,No,No,Electronic check,76.15,781.66,1,3,330.4,No
CUST-000263,48,6,Two year,Fiber optic,No,No,No,Yes,Electronic check,55.75,338.37,2,4,338.5,Yes
CUST-000264,37,19,Month-to-month,DSL,No,Yes,Yes,Yes,Electronic check,53.08,1009.92,2,3,84.3,No
CUST-000265,52,4,Month-to-month,DSL,Yes,No,No,Yes,Mailed check,48.84,187.53,1,3,133.5,No
CUST-000266,60,33,One year,Fiber optic,Yes,No,Yes,No,Electronic check,91.76,3061.91,0,4,246.6,No
CUST-000267,47,39,One year,No internet service,No,No,Yes,No,Bank transfer,33.19,1301.3,2,2,4.8,No
CUST-000268,50,6,Two year,DSL,Yes,No,Yes,Yes,Mailed check,72.89,441.79,2,4,213.5,No
CUST-000269,46,30,Month-to-month,No internet service,No,Yes,No,Yes,Electronic check,25.22,786.79,1,3,7.1,Yes
CUST-000270,45,27,Two year,No internet service,Yes,Yes,No,Yes,Electronic check,29.79,794.28,2,4,3.5,No
CUST-000271,34,70,One year,DSL,Yes,No,No,Yes,Bank transfer,44.62,3118.4,0,5,205.0,No
CUST-000272,50,2,Month-to-month,DSL,No,No,No,No,Mailed check,40.85,100.45,3,3,130.6,Yes
CUST-000273,44,4,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,81.9,363.09,1,4,304.8,Yes
CUST-000274,76,10,One year,No internet service,Yes,No,Yes,Yes,Credit card,27.87,279.59,1,4,11.8,No
CUST-000275,69,5,Month-to-month,DSL,No,Yes,No,Yes,Credit card,46.79,241.68,0,4,102.7,No
CUST-000276,51,12,One year,Fiber optic,No,Yes,No,No,Bank transfer,66.75,769.23,1,4,340.9,No
CUST-000277,34,2,One year,Fiber optic,No,No,No,Yes,Bank transfer,65.11,155.86,2,3,424.1,Yes
CUST-000278,28,33,Month-to-month,DSL,No,Yes,Yes,Yes,Bank transfer,62.79,2050.41,1,5,156.6,No
CUST-000279,63,27,Month-to-month,DSL,Yes,No,No,Yes,Mailed check,54.6,1463.41,3,3,159.0,Yes
CUST-000280,49,14,Two year,No internet service,Yes,Yes,No,Yes,Electronic check,25.89,366.23,1,3,2.2,No
CUST-000281,52,63,One year,Fiber optic,No,Yes,No,Yes,Credit card,65.32,4102.18,1,3,43.7,No
CUST-000282,19,72,One year,No internet service,Yes,Yes,No,No,Credit card,38.63,2742.57,1,4,6.9,No
CUST-000283,59,12,One year,Fiber optic,Yes,No,Yes,No,Bank transfer,83.7,979.69,0,2,199.6,Yes
CUST-000284,52,61,One year,DSL,No,Yes,No,No,Bank transfer,55.23,3371.0,0,5,157.1,No
CUST-000285,28,13,Two year,Fiber optic,Yes,No,No,Yes,Bank transfer,72.29,969.7,0,5,403.3,No
CUST-000286,38,37,One year,Fiber optic,Yes,No,Yes,Yes,Electronic check,85.94,3208.1,1,2,348.0,No
CUST-000287,49,39,Month-to-month,Fiber optic,No,Yes,Yes,No,Electronic check,85.64,3347.6,0,4,244.4,Yes
CUST-000288,46,10,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,62.22,625.33,1,2,319.1,Yes
CUST-000289,41,24,Month-to-month,Fiber optic,No,No,No,No,Credit card,61.66,1495.79,1,3,369.8,No
CUST-000290,43,11,One year,No internet service,Yes,No,No,Yes,Bank transfer,24.6,297.11,0,3,1.4,No
CUST-000291,41,32,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,64.61,2069.86,0,3,237.5,No
CUST-000292,47,12,One year,DSL,No,No,No,Yes,Electronic check,47.87,577.47,2,4,122.7,No
CUST-000293,67,4,Two year,DSL,No,No,No,No,Credit card,42.97,175.95,0,4,145.4,No
CUST-000294,18,40,Month-to-month,Fiber optic,No,No,Yes,No,Credit card,82.78,3331.39,2,4,318.2,No
CUST-000295,41,32,Month-to-month,No internet service,No,No,Yes,Yes,Credit card,40.75,1276.63,4,3,6.4,Yes
CUST-000296,48,38,One year,No internet service,Yes,No,Yes,Yes,Mailed check,35.61,1353.51,1,3,4.9,Yes
CUST-000297,49,29,Month-to-month,No internet service,Yes,No,No,No,Mailed check,33.94,992.27,0,3,4.4,No
CUST-000298,39,38,One year,No internet service,No,Yes,No,No,Bank transfer,25.91,946.71,1,5,7.1,No
CUST-000299,19,5,Month-to-month,DSL,No,Yes,No,Yes,Electronic check,52.9,282.84,1,3,197.1,No
CUST-000300,50,34,Month-to-month,No internet service,Yes,No,No,No,Mailed check,27.33,950.74,0,5,6.9,No
CUST-000301,71,6,One year,Fiber optic,Yes,No,No,No,Mailed check,79.1,435.68,1,3,298.9,No
CUST-000302,22,22,Month-to-month,Fiber optic,No,Yes,No,Yes,Bank transfer,72.74,1592.01,1,3,290.7,No
CUST-000303,58,23,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,63.26,1447.38,0,4,147.1,No
CUST-000304,40,9,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,62.91,548.41,0,5,360.5,No
CUST-000305,44,24,Month-to-month,DSL,Yes,Yes,No,No,Mailed check,52.99,1256.74,0,4,111.3,No
CUST-000306,29,33,Two year,Fiber optic,No,No,No,Yes,Bank transfer,62.14,2040.17,1,4,242.8,No
CUST-000307,40,17,Month-to-month,Fiber optic,Yes,No,Yes,No,Bank transfer,91.1,1560.9,0,3,202.0,Yes
CUST-000308,65,3,Month-to-month,No internet service,No,No,Yes,No,Credit card,37.41,137.18,0,2,10.7,Yes
CUST-000309,54,7,Month-to-month,Fiber optic,No,No,No,No,Electronic check,61.8,443.64,1,3,302.6,Yes
CUST-000310,71,35,Month-to-month,Fiber optic,No,Yes,No,Yes,Bank transfer,65.51,2274.57,0,5,274.9,No
CUST-000311,63,14,Month-to-month,DSL,No,No,Yes,Yes,Mailed check,61.76,880.46,0,2,68.3,No
CUST-000312,52,11,One year,No internet service,No,No,No,No,Bank transfer,22.15,255.73,2,3,4.0,Yes
CUST-000313,71,54,Month-to-month,No internet service,Yes,No,Yes,Yes,Credit card,30.12,1567.82,3,2,6.2,No
CUST-000314,52,12,One year,Fiber optic,No,Yes,Yes,No,Mailed check,97.4,1193.6,0,3,227.7,No
CUST-000315,57,72,Month-to-month,No internet service,No,No,No,Yes,Credit card,20.06,1446.99,1,2,8.2,No
CUST-000316,41,27,Month-to-month,DSL,No,No,Yes,No,Electronic check,65.51,1772.18,0,2,181.7,Yes
CUST-000317,46,47,Month-to-month,No internet service,No,No,No,Yes,Credit card,20.87,946.03,2,4,4.5,No
CUST-000318,35,13,One year,Fiber optic,No,Yes,No,Yes,Credit card,65.8,887.68,2,4,397.7,No
CUST-000319,60,40,Two year,Fiber optic,Yes,No,No,Yes,Electronic check,73.97,2965.54,1,4,227.4,No
CUST-000320,27,8,Month-to-month,DSL,Yes,Yes,Yes,No,Bank transfer,63.66,524.78,2,2,138.9,No
CUST-000321,57,9,Two year,DSL,Yes,No,Yes,Yes,Mailed check,64.37,552.85,2,2,133.0,No
CUST-000322,42,30,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,65.56,1977.04,1,1,468.7,No
CUST-000323,63,3,One year,DSL,No,No,No,No,Electronic check,43.98,142.57,1,2,121.5,No
CUST-000324,56,11,One year,DSL,Yes,No,No,No,Bank transfer,54.24,593.53,1,2,173.7,Yes
CUST-000325,72,26,Month-to-month,Fiber optic,No,No,No,No,Mailed check,66.48,1702.62,0,3,230.2,Yes
CUST-000326,56,65,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,57.7,3749.27,0,4,48.1,No
CUST-000327,21,6,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Credit card,79.78,459.58,2,3,521.4,No
CUST-000328,44,42,One year,No internet service,No,Yes,Yes,Yes,Bank transfer,28.12,1167.08,0,5,2.3,No
CUST-000329,27,17,Month-to-month,DSL,No,Yes,No,No,Bank transfer,54.1,942.9,0,5,176.9,No
CUST-000330,37,72,Two year,DSL,Yes,No,No,No,Credit card,54.01,3890.45,2,3,123.1,No
CUST-000331,68,51,Month-to-month,No internet service,No,No,No,No,Credit card,18.0,916.38,1,1,4.6,No
CUST-000332,55,20,Two year,DSL,No,Yes,No,Yes,Credit card,58.03,1137.09,0,3,147.0,No
CUST-000333,35,36,Month-to-month,Fiber optic,No,No,Yes,No,Electronic check,79.33,2854.96,0,3,387.3,No
CUST-000334,30,1,One year,DSL,No,Yes,No,Yes,Credit card,50.47,47.47,1,4,138.1,No
CUST-000335,45,45,Month-to-month,No internet service,Yes,No,No,Yes,Electronic check,25.63,1133.72,1,2,5.0,No
CUST-000336,27,8,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,69.81,580.18,0,2,417.2,No
CUST-000337,35,34,Month-to-month,DSL,Yes,No,Yes,No,Credit card,61.05,2096.44,1,4,110.0,No
CUST-000338,50,20,One year,Fiber optic,No,No,Yes,Yes,Electronic check,82.87,1641.91,2,3,350.2,No
CUST-000339,62,10,Month-to-month,No internet service,Yes,No,No,Yes,Electronic check,29.37,301.62,0,3,3.8,No
CUST-000340,54,60,One year,DSL,No,No,Yes,No,Credit card,51.76,3068.55,1,3,183.1,No
CUST-000341,18,1,Two year,No internet service,No,Yes,No,No,Electronic check,32.48,38.84,0,3,1.5,No
CUST-000342,50,13,Month-to-month,DSL,No,Yes,No,Yes,Electronic check,50.55,672.78,0,4,124.8,No
CUST-000343,46,9,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,60.4,521.14,3,1,233.2,Yes
CUST-000344,51,6,Month-to-month,DSL,No,No,Yes,No,Bank transfer,66.88,401.58,2,3,142.6,Yes
CUST-000345,69,21,Month-to-month,No internet service,No,Yes,No,Yes,Mailed check,20.53,433.68,0,4,4.3,No
CUST-000346,18,21,Month-to-month,Fiber optic,No,Yes,No,Yes,Mailed check,66.87,1462.05,0,4,280.2,No
CUST-000347,36,18,One year,Fiber optic,No,Yes,Yes,No,Credit card,83.0,1545.62,0,5,553.0,No
CUST-000348,54,25,Month-to-month,DSL,Yes,No,No,No,Credit card,54.61,1371.69,1,3,129.8,No
CUST-000349,21,7,Month-to-month,DSL,No,No,No,Yes,Bank transfer,41.24,275.41,1,3,129.7,No
CUST-000350,67,71,One year,Fiber optic,No,No,Yes,Yes,Mailed check,65.95,4687.34,0,5,350.3,No
CUST-000351,51,1,Month-to-month,Fiber optic,No,No,Yes,No,Credit card,77.16,99.69,0,3,227.9,No
CUST-000352,58,60,One year,Fiber optic,Yes,No,No,Yes,Electronic check,67.77,4032.72,1,5,185.9,No
CUST-000353,36,2,Two year,DSL,Yes,Yes,No,No,Credit card,57.2,72.57,0,4,123.1,No
CUST-000354,57,10,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,54.95,526.58,2,4,190.5,Yes
CUST-000355,61,15,Month-to-month,DSL,No,Yes,Yes,Yes,Credit card,57.58,878.95,0,3,132.1,No
CUST-000356,48,5,Two year,No internet service,Yes,Yes,No,Yes,Credit card,32.67,179.76,1,3,5.5,No
CUST-000357,49,13,One year,Fiber optic,No,No,No,Yes,Electronic check,61.84,812.77,1,3,404.1,Yes
CUST-000358,49,12,One year,DSL,No,No,No,No,Electronic check,40.8,511.82,0,3,152.1,No
CUST-000359,32,28,One year,Fiber optic,Yes,Yes,No,No,Electronic check,83.83,2343.61,0,4,571.2,No
CUST-000360,43,11,Month-to-month,Fiber optic,No,No,No,No,Mailed check,60.03,654.91,0,5,286.5,No
CUST-000361,43,14,Month-to-month,DSL,Yes,No,No,Yes,Mailed check,51.74,732.06,1,2,52.9,No
CUST-000362,51,9,One year,DSL,Yes,No,Yes,Yes,Electronic check,64.81,617.52,1,5,191.0,No
CUST-000363,60,72,One year,No internet service,Yes,Yes,No,No,Electronic check,25.55,1847.82,0,4,4.9,No
CUST-000364,29,6,One year,Fiber optic,No,Yes,No,Yes,Mailed check,65.41,390.55,1,4,241.5,No
CUST-000365,43,14,Month-to-month,Fiber optic,No,Yes,Yes,No,Electronic check,82.8,1167.26,0,3,177.8,No
CUST-000366,67,22,Two year,Fiber optic,Yes,No,Yes,Yes,Credit card,84.61,1889.88,2,3,291.8,No
CUST-000367,34,10,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,61.06,603.4,0,5,173.6,No
CUST-000368,33,1,Month-to-month,Fiber optic,No,No,Yes,No,Electronic check,76.87,67.91,1,3,250.7,Yes
CUST-000369,48,19,Month-to-month,No internet service,No,No,No,No,Electronic check,21.34,395.98,0,4,3.7,No
CUST-000370,58,14,Month-to-month,No internet service,Yes,Yes,No,Yes,Electronic check,36.93,533.33,0,3,3.1,No
CUST-000371,45,0,One year,DSL,No,Yes,Yes,Yes,Electronic check,66.33,50.74,1,3,100.2,No
CUST-000372,65,19,Month-to-month,DSL,No,Yes,Yes,No,Electronic check,69.05,1324.76,0,4,17.3,No
CUST-000373,58,7,One year,Fiber optic,No,No,Yes,Yes,Electronic check,77.54,513.36,0,4,280.9,No
CUST-000374,58,29,Month-to-month,DSL,No,No,No,Yes,Mailed check,38.06,1098.55,0,4,70.8,No
CUST-000375,53,1,Month-to-month,DSL,No,Yes,No,No,Mailed check,49.52,48.35,0,3,64.7,No
CUST-000376,80,13,Month-to-month,No internet service,No,Yes,No,Yes,Bank transfer,19.65,291.21,2,3,4.9,No
CUST-000377,42,7,Month-to-month,DSL,No,No,No,No,Credit card,49.23,364.02,2,4,258.0,No
CUST-000378,18,1,One year,Fiber optic,No,No,No,Yes,Bank transfer,71.87,64.75,0,5,215.9,No
CUST-000379,69,48,Month-to-month,Fiber optic,No,Yes,Yes,No,Electronic check,82.97,3972.19,0,3,308.8,No
CUST-000380,38,14,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,90.81,1257.86,0,5,352.2,No
CUST-000381,47,10,Month-to-month,No internet service,No,Yes,No,Yes,Bank transfer,31.47,292.26,0,3,11.0,Yes
CUST-000382,65,35,Month-to-month,No internet service,Yes,Yes,No,Yes,Bank transfer,35.52,1275.51,0,4,1.3,No
CUST-000383,21,13,Month-to-month,No internet service,Yes,Yes,No,Yes,Electronic check,36.63,461.07,0,4,14.4,No
CUST-000384,26,24,Two year,No internet service,No,No,No,No,Credit card,24.74,628.18,2,3,0.9,No
CUST-000385,21,14,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,58.02,814.27,1,3,286.2,Yes
CUST-000386,33,12,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,66.24,793.23,2,2,164.6,Yes
CUST-000387,52,24,Two year,DSL,Yes,Yes,No,No,Bank transfer,61.77,1484.43,1,4,154.1,No
CUST-000388,53,1,One year,Fiber optic,No,No,No,Yes,Credit card,57.83,82.03,0,3,316.8,No
CUST-000389,49,14,Month-to-month,DSL,No,No,Yes,Yes,Credit card,66.56,914.75,1,3,131.8,No
CUST-000390,24,70,One year,DSL,Yes,No,No,Yes,Credit card,58.46,4102.36,2,3,63.0,No
CUST-000391,18,3,Two year,No internet service,No,No,Yes,No,Mailed check,37.5,111.72,1,4,5.9,No
CUST-000392,46,39,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,67.04,2622.63,1,4,217.7,Yes
CUST-000393,38,6,Month-to-month,No internet service,Yes,Yes,Yes,Yes,Electronic check,41.26,243.47,1,2,3.4,No
CUST-000394,52,47,Two year,No internet service,No,Yes,Yes,No,Mailed check,31.66,1480.8,1,3,6.2,No
CUST-000395,56,4,One year,No internet service,Yes,Yes,No,Yes,Credit card,33.5,144.5,1,2,2.2,No
CUST-000396,47,11,Two year,Fiber optic,No,No,No,No,Electronic check,68.48,725.67,2,3,330.5,No
CUST-000397,56,20,Month-to-month,Fiber optic,No,No,Yes,Yes,Electronic check,79.71,1622.08,0,4,356.9,Yes
CUST-000398,48,72,Two year,DSL,Yes,No,Yes,Yes,Credit card,73.55,5297.76,0,4,180.2,No
CUST-000399,53,7,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,69.45,475.16,1,4,279.9,Yes
CUST-000400,34,32,One year,Fiber optic,Yes,Yes,No,Yes,Electronic check,77.2,2477.77,2,4,261.7,No
CUST-000401,42,10,Two year,DSL,No,Yes,No,Yes,Credit card,51.04,496.51,0,3,111.9,No
CUST-000402,48,36,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Mailed check,85.22,3069.5,3,3,377.4,No
CUST-000403,57,23,Month-to-month,DSL,No,No,No,Yes,Credit card,52.51,1209.43,0,2,121.0,No
CUST-000404,39,2,One year,No internet service,No,Yes,No,No,Electronic check,24.75,74.66,1,3,1.9,No
CUST-000405,53,17,Two year,DSL,Yes,Yes,Yes,No,Electronic check,72.27,1234.17,0,3,131.5,No
CUST-000406,41,3,Month-to-month,No internet service,No,No,Yes,Yes,Electronic check,36.07,85.82,1,4,5.1,Yes
CUST-000407,43,8,Two year,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,87.24,709.54,2,4,263.3,No
CUST-000408,57,19,Month-to-month,Fiber optic,No,No,Yes,No,Mailed check,78.39,1503.83,0,5,341.3,No
CUST-000409,18,5,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,64.96,292.55,4,3,371.8,Yes
CUST-000410,26,60,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,89.88,5369.04,1,4,359.0,No
CUST-000411,23,13,Two year,Fiber optic,Yes,Yes,No,No,Mailed check,79.04,1067.72,0,4,405.8,No
CUST-000412,18,17,Month-to-month,No internet service,Yes,No,No,Yes,Electronic check,18.0,299.37,0,5,0.0,No
CUST-000413,35,18,One year,No internet service,No,No,No,Yes,Bank transfer,18.0,317.84,2,4,7.5,Yes
CUST-000414,56,11,Month-to-month,Fiber optic,No,No,No,No,Electronic check,57.5,631.8,0,3,271.6,Yes
CUST-000415,41,10,Two year,Fiber optic,Yes,Yes,No,Yes,Electronic check,88.64,873.58,2,4,390.2,No
CUST-000416,48,22,One year,DSL,Yes,Yes,Yes,No,Credit card,78.07,1682.09,0,4,172.6,No
CUST-000417,61,44,Month-to-month,DSL,No,Yes,Yes,No,Credit card,52.25,2276.56,0,5,218.3,No
CUST-000418,65,31,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,67.95,2093.67,0,3,330.7,No
CUST-000419,44,5,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,66.08,320.34,0,3,363.6,No
CUST-000420,65,49,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,78.08,3810.53,0,5,228.2,Yes
CUST-000421,46,27,Two year,DSL,Yes,Yes,No,No,Mailed check,54.22,1434.1,0,2,165.8,No
CUST-000422,32,48,One year,Fiber optic,No,No,Yes,Yes,Credit card,75.67,3621.09,0,4,429.5,No
CUST-000423,36,9,Month-to-month,DSL,Yes,Yes,Yes,Yes,Mailed check,64.11,599.3,0,4,161.4,No
CUST-000424,23,49,One year,Fiber optic,No,Yes,No,No,Electronic check,73.15,3570.91,1,4,308.8,No
CUST-000425,32,5,Month-to-month,Fiber optic,Yes,No,No,No,Bank transfer,64.6,319.35,1,2,480.8,Yes
CUST-000426,40,36,Month-to-month,DSL,Yes,Yes,No,No,Electronic check,71.52,2603.6,0,5,161.6,Yes
CUST-000427,57,14,Month-to-month,Fiber optic,Yes,No,Yes,No,Mailed check,92.52,1281.53,0,4,382.6,No
CUST-000428,71,0,Month-to-month,No internet service,No,No,No,No,Bank transfer,32.41,93.55,0,3,2.8,No
CUST-000429,24,59,One year,DSL,No,Yes,Yes,Yes,Credit card,66.03,3913.61,2,2,117.9,No
CUST-000430,51,50,Month-to-month,No internet service,Yes,Yes,No,No,Electronic check,41.78,2090.55,5,1,0.0,Yes
CUST-000431,29,5,One year,DSL,No,Yes,No,Yes,Bank transfer,55.46,272.34,2,4,136.6,No
CUST-000432,52,8,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,67.98,570.68,0,3,413.5,No
CUST-000433,43,32,One year,Fiber optic,Yes,Yes,No,Yes,Credit card,77.14,2454.62,0,3,275.4,No
CUST-000434,18,31,Month-to-month,DSL,Yes,No,Yes,No,Electronic check,67.12,2072.07,0,3,131.1,No
CUST-000435,59,29,Month-to-month,DSL,No,Yes,Yes,Yes,Electronic check,68.76,2026.19,0,4,129.2,No
CUST-000436,36,2,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,84.97,162.43,1,4,394.5,No
CUST-000437,37,5,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,81.77,399.52,0,4,151.1,No
CUST-000438,29,3,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,63.34,176.77,0,4,275.0,No
CUST-000439,35,16,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,62.94,968.39,2,3,197.1,Yes
CUST-000440,51,1,One year,Fiber optic,Yes,Yes,No,Yes,Electronic check,71.64,91.94,3,2,219.2,Yes
CUST-000441,42,3,Month-to-month,DSL,No,Yes,Yes,No,Bank transfer,65.21,194.77,1,3,81.5,Yes
CUST-000442,50,20,One year,No internet service,Yes,No,No,No,Credit card,25.54,532.19,0,4,5.3,No
CUST-000443,50,3,One year,Fiber optic,No,No,Yes,No,Electronic check,70.58,208.36,2,4,386.4,No
CUST-000444,65,28,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,82.04,2288.68,0,2,297.8,Yes
CUST-000445,40,2,One year,Fiber optic,No,No,No,No,Mailed check,66.43,119.59,1,3,335.1,Yes
CUST-000446,23,53,Month-to-month,Fiber optic,No,No,Yes,Yes,Mailed check,80.34,4271.7,2,2,246.5,No
CUST-000447,61,6,One year,DSL,Yes,Yes,No,Yes,Electronic check,58.08,332.4,3,3,86.0,No
CUST-000448,40,7,One year,Fiber optic,Yes,No,No,Yes,Electronic check,78.34,556.07,0,4,336.4,No
CUST-000449,62,0,One year,No internet service,Yes,No,No,Yes,Credit card,35.45,36.21,1,1,3.0,No
CUST-000450,51,30,Month-to-month,No internet service,No,No,No,Yes,Mailed check,18.57,536.25,0,5,3.0,Yes
CUST-000451,43,14,One year,DSL,No,No,Yes,Yes,Electronic check,61.87,857.21,1,2,164.7,No
CUST-000452,50,72,Month-to-month,No internet service,No,No,No,No,Electronic check,18.0,1296.2,0,4,2.3,No
CUST-000453,74,3,Month-to-month,DSL,No,No,No,No,Bank transfer,38.5,109.29,0,4,149.2,No
CUST-000454,76,42,Month-to-month,No internet service,No,Yes,No,Yes,Credit card,21.28,931.67,1,3,5.2,No
CUST-000455,46,5,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,66.68,338.1,1,4,334.7,Yes
CUST-000456,47,22,One year,No internet service,No,No,No,No,Credit card,18.0,392.08,0,3,5.7,No
CUST-000457,61,8,Two year,Fiber optic,Yes,No,No,Yes,Credit card,82.91,656.02,1,2,402.5,No
CUST-000458,32,15,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,62.38,931.12,0,5,414.2,No
CUST-000459,50,3,One year,No internet service,Yes,No,Yes,No,Mailed check,38.12,102.2,0,3,2.8,No
CUST-000460,45,23,One year,Fiber optic,Yes,No,No,Yes,Bank transfer,73.77,1680.25,0,5,375.8,No
CUST-000461,50,12,Two year,Fiber optic,Yes,No,No,Yes,Credit card,66.4,808.77,1,4,361.0,No
CUST-000462,32,0,One year,Fiber optic,Yes,No,Yes,Yes,Electronic check,85.73,116.53,0,3,328.1,Yes
CUST-000463,21,7,Month-to-month,Fiber optic,No,Yes,No,Yes,Mailed check,74.28,510.95,0,4,187.8,No
CUST-000464,18,0,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,80.41,89.0,0,4,220.9,Yes
CUST-000465,28,4,One year,Fiber optic,Yes,No,No,No,Electronic check,79.57,304.99,0,5,286.7,No
CUST-000466,38,38,Month-to-month,DSL,No,No,Yes,Yes,Credit card,58.82,2237.24,2,3,135.9,No
CUST-000467,41,9,Two year,No internet service,No,No,No,Yes,Credit card,18.88,143.75,0,3,5.3,No
CUST-000468,74,29,Two year,Fiber optic,Yes,No,No,No,Mailed check,72.17,2075.86,1,4,131.6,No
CUST-000469,62,32,Two year,No internet service,Yes,No,Yes,Yes,Credit card,42.04,1327.5,0,3,8.0,No
CUST-000470,31,1,Month-to-month,DSL,Yes,No,No,No,Electronic check,52.77,49.87,0,2,191.3,Yes
CUST-000471,50,61,One year,DSL,No,No,No,Yes,Credit card,44.55,2694.15,1,4,120.2,No
CUST-000472,39,11,One year,DSL,Yes,No,Yes,Yes,Electronic check,60.33,618.82,0,5,188.4,No
CUST-000473,41,34,Month-to-month,No internet service,No,No,No,No,Electronic check,23.35,766.5,1,4,6.7,No
